block_number,unique_storage_keys
24070196,2015
24070197,2426
24070198,4107
24070199,1165
24070200,1746
24070201,2531
24070202,467
24070203,3785
24070204,1611
24070205,1259
24070206,384
24070207,3433
24070208,4235
24070209,1537
24070210,1598
24070211,2090
24070212,2116
24070213,1759
24070214,3144
24070215,1056
24070216,1391
24070217,2810
24070218,367
24070219,2366
24070220,2750
24070221,374
24070222,2843
24070223,2848
24070224,1177
24070225,920
24070226,1379
24070227,706
24070228,1954
24070229,1400
24070230,4945
24070231,3916
24070232,3129
24070233,2346
24070234,5971
24070235,4901
24070236,2012
24070237,2856
24070238,2677
24070239,2325
24070240,2081
24070241,1365
24070242,2257
24070243,2053
24070244,2445
24070245,2771
24070246,1661
24070247,2754
24070248,1274
24070249,1927
24070250,3002
24070251,1540
24070252,2094
24070253,1699
24070254,1580
24070255,2443
24070256,1974
24070257,1280
24070258,2092
24070259,2669
24070260,2077
24070261,1798
24070262,2334
24070263,2610
24070264,1923
24070265,2648
24070266,2277
24070267,2098
24070268,1976
24070269,2171
24070270,1688
24070271,1776
24070272,1471
24070273,1606
24070274,1118
24070275,3457
24070276,1734
24070277,3939
24070278,3553
24070279,2045
24070280,1863
24070281,2375
24070282,1917
24070283,1893
24070284,3429
24070285,924
24070286,1627
24070287,4116
24070288,1503
24070289,957
24070290,2169
24070291,2230
24070292,1721
24070293,1610
24070294,2326
24070295,1837
24070296,1705
24070297,616
24070298,2710
24070299,1802
24070300,2281
24070301,2035
24070302,3185
24070303,1377
24070304,944
24070305,3315
24070306,1976
24070307,1487
24070308,2135
24070309,1860
24070310,1979
24070311,1559
24070312,1559
24070313,3295
24070314,3435
24070315,2619
24070316,1533
24070317,1710
24070318,3346
24070319,1882
24070320,1732
24070321,1158
24070322,1971
24070323,1463
24070324,733
24070325,3683
24070326,3751
24070327,1232
24070328,1069
24070329,2293
24070330,5137
24070331,1915
24070332,1171
24070333,1365
24070334,1047
24070335,2656
24070336,1147
24070337,316
24070338,2399
24070339,2090
24070340,3795
24070341,4177
24070342,1575
24070343,1736
24070344,1737
24070345,3468
24070346,2955
24070347,511
24070348,1017
24070349,1201
24070350,1876
24070351,3425
24070352,2785
24070353,3484
24070354,3562
24070355,2204
24070356,3970
24070357,2340
24070358,2263
24070359,1927
24070360,2351
24070361,2166
24070362,1241
24070363,1930
24070364,1155
24070365,1389
24070366,835
24070367,2062
24070368,3172
24070369,2270
24070370,3038
24070371,990
24070372,2532
24070373,2445
24070374,2540
24070375,2890
24070376,1371
24070377,2689
24070378,2755
24070379,2523
24070380,2505
24070381,1830
24070382,473
24070383,2328
24070384,3426
24070385,1753
24070386,2086
24070387,947
24070388,2106
24070389,881
24070390,1649
24070391,1289
24070392,4282
24070393,926
24070394,2758
24070395,1109
24070396,1241
24070397,4179
24070398,1622
24070399,3659
24070400,1666
24070401,2066
24070402,2106
24070403,1446
24070404,1505
24070405,3416
24070406,1534
24070407,207
24070408,2760
24070409,237
24070410,4462
24070411,2133
24070412,1496
24070413,2291
24070414,3129
24070415,1812
24070416,900
24070417,2942
24070418,1629
24070419,2041
24070420,2054
24070421,1483
24070422,1969
24070423,4291
24070424,1247
24070425,1067
24070426,3015
24070427,1109
24070428,1628
24070429,2044
24070430,1344
24070431,2503
24070432,1388
24070433,1660
24070434,2684
24070435,467
24070436,3105
24070437,2276
24070438,1976
24070439,1699
24070440,2374
24070441,2459
24070442,1571
24070443,2097
24070444,3575
24070445,1568
24070446,2191
24070447,2420
24070448,1741
24070449,304
24070450,2775
24070451,3636
24070452,1685
24070453,1528
24070454,1285
24070455,3162
24070456,2967
24070457,1258
24070458,1885
24070459,916
24070460,1812
24070461,3345
24070462,3200
24070463,2229
24070464,1407
24070465,485
24070466,3254
24070467,2212
24070468,1830
24070469,1192
24070470,2910
24070471,1826
24070472,1970
24070473,1526
24070474,2537
24070475,1600
24070476,3025
24070477,1809
24070478,392
24070479,2429
24070480,4223
24070481,4092
24070482,1204
24070483,1417
24070484,3070
24070485,3175
24070486,2278
24070487,3595
24070488,4169
24070489,555
24070490,3726
24070491,2332
24070492,345
24070493,2524
24070494,2095
24070495,2018
24070496,1952
24070497,1417
24070498,2683
24070499,1740
24070500,1549
24070501,1657
24070502,1948
24070503,1725
24070504,1064
24070505,4273
24070506,1231
24070507,2019
24070508,860
24070509,3970
24070510,2161
24070511,2131
24070512,2896
24070513,1684
24070514,1893
24070515,204
24070516,3379
24070517,1599
24070518,1210
24070519,2790
24070520,2193
24070521,1735
24070522,1894
24070523,2239
24070524,2415
24070525,3595
24070526,1683
24070527,2379
24070528,1727
24070529,3428
24070530,1698
24070531,2567
24070532,270
24070533,1325
24070534,2920
24070535,4283
24070536,2644
24070537,1025
24070538,3740
24070539,1552
24070540,2641
24070541,2844
24070542,2111
24070543,1918
24070544,1673
24070545,709
24070546,3209
24070547,2752
24070548,2551
24070549,2492
24070550,455
24070551,2137
24070552,2778
24070553,2316
24070554,1400
24070555,2571
24070556,1670
24070557,1950
24070558,2099
24070559,1537
24070560,2249
24070561,2789
24070562,246
24070563,2358
24070564,1912
24070565,703
24070566,1330
24070567,1446
24070568,3603
24070569,2212
24070570,1648
24070571,1830
24070572,1665
24070573,2147
24070574,1693
24070575,2623
24070576,1814
24070577,2214
24070578,1448
24070579,2130
24070580,2446
24070581,1438
24070582,3335
24070583,1819
24070584,285
24070585,3303
24070586,289
24070587,2855
24070588,4018
24070589,2104
24070590,719
24070591,2392
24070592,1138
24070593,1920
24070594,2899
24070595,1228
24070596,2825
24070597,1653
24070598,1170
24070599,1016
24070600,2852
24070601,1132
24070602,3469
24070603,1279
24070604,3076
24070605,264
24070606,1497
24070607,3216
24070608,1386
24070609,1621
24070610,584
24070611,1366
24070612,327
24070613,2510
24070614,1127
24070615,466
24070616,1467
24070617,941
24070618,1259
24070619,1359
24070620,1568
24070621,946
24070622,392
24070623,1921
24070624,79
24070625,909
24070626,2731
24070627,625
24070628,2988
24070629,2165
24070630,2013
24070631,2308
24070632,1989
24070633,1593
24070634,1847
24070635,1818
24070636,1503
24070637,1796
24070638,2330
24070639,1565
24070640,1247
24070641,1821
24070642,1230
24070643,380
24070644,2695
24070645,1856
24070646,1018
24070647,1839
24070648,1596
24070649,713
24070650,912
24070651,1534
24070652,1871
24070653,1257
24070654,2073
24070655,1519
24070656,1399
24070657,1271
24070658,881
24070659,1203
24070660,1865
24070661,1202
24070662,1530
24070663,1069
24070664,1601
24070665,1586
24070666,529
24070667,1521
24070668,2938
24070669,1731
24070670,1332
24070671,1017
24070672,1319
24070673,1136
24070674,585
24070675,384
24070676,2587
24070677,1742
24070678,1234
24070679,1993
24070680,1201
24070681,1777
24070682,1166
24070683,1530
24070684,915
24070685,2593
24070686,1385
24070687,1055
24070688,2371
24070689,2593
24070690,2968
24070691,469
24070692,3602
24070693,1462
24070694,2178
24070695,1316
24070696,1503
24070697,2937
24070698,1743
24070699,1876
24070700,1346
24070701,2004
24070702,1297
24070703,1287
24070704,1089
24070705,1191
24070706,932
24070707,2430
24070708,2071
24070709,1645
24070710,1515
24070711,2012
24070712,1437
24070713,2104
24070714,2891
24070715,1406
24070716,1548
24070717,2309
24070718,1117
24070719,1656
24070720,953
24070721,2574
24070722,1256
24070723,1448
24070724,2006
24070725,1461
24070726,1599
24070727,1377
24070728,2247
24070729,1243
24070730,2165
24070731,610
24070732,2591
24070733,2690
24070734,1426
24070735,1382
24070736,1679
24070737,1372
24070738,1011
24070739,2943
24070740,1536
24070741,1109
24070742,357
24070743,2146
24070744,1283
24070745,1657
24070746,1855
24070747,2237
24070748,2414
24070749,1654
24070750,1518
24070751,1735
24070752,445
24070753,2326
24070754,3037
24070755,2129
24070756,1206
24070757,1361
24070758,1423
24070759,1360
24070760,2145
24070761,905
24070762,1639
24070763,4855
24070764,1707
24070765,1309
24070766,5714
24070767,1324
24070768,1120
24070769,907
24070770,3874
24070771,1772
24070772,1967
24070773,843
24070774,1981
24070775,1668
24070776,2104
24070777,1111
24070778,1625
24070779,1621
24070780,1602
24070781,1543
24070782,1145
24070783,2701
24070784,354
24070785,2221
24070786,1431
24070787,371
24070788,3090
24070789,1955
24070790,310
24070791,2901
24070792,1233
24070793,2205
24070794,1733
24070795,3064
24070796,1494
24070797,1654
24070798,1992
24070799,1621
24070800,516
24070801,3949
24070802,3271
24070803,1423
24070804,273
24070805,3497
24070806,2036
24070807,1245
24070808,1531
24070809,1505
24070810,2416
24070811,2749
24070812,1642
24070813,1279
24070814,989
24070815,2602
24070816,1480
24070817,2476
24070818,2509
24070819,2605
24070820,1583
24070821,1679
24070822,2186
24070823,2088
24070824,301
24070825,3281
24070826,1831
24070827,2563
24070828,217
24070829,1289
24070830,2521
24070831,2972
24070832,2101
24070833,1780
24070834,1479
24070835,2705
24070836,1900
24070837,1855
24070838,2827
24070839,381
24070840,2375
24070841,2417
24070842,1211
24070843,1976
24070844,1260
24070845,1830
24070846,2258
24070847,1423
24070848,4167
24070849,1919
24070850,235
24070851,3234
24070852,2274
24070853,1820
24070854,2233
24070855,1127
24070856,2330
24070857,1138
24070858,1319
24070859,1898
24070860,2790
24070861,1862
24070862,2064
24070863,1997
24070864,1624
24070865,2095
24070866,919
24070867,3984
24070868,1541
24070869,1935
24070870,1412
24070871,1668
24070872,1595
24070873,231
24070874,2611
24070875,2799
24070876,2658
24070877,1401
24070878,1153
24070879,1883
24070880,1857
24070881,1228
24070882,1889
24070883,3342
24070884,1363
24070885,1627
24070886,1551
24070887,2714
24070888,2282
24070889,1993
24070890,1603
24070891,1952
24070892,1311
24070893,470
24070894,2913
24070895,1949
24070896,2546
24070897,1585
24070898,1157
24070899,3403
24070900,246
24070901,2160
24070902,1775
24070903,2453
24070904,1548
24070905,3555
24070906,1581
24070907,1240
24070908,1497
24070909,1692
24070910,1398
24070911,1361
24070912,2480
24070913,1694
24070914,1437
24070915,2700
24070916,2202
24070917,1211
24070918,1390
24070919,1017
24070920,2539
24070921,1883
24070922,1519
24070923,799
24070924,3313
24070925,1478
24070926,3925
24070927,1864
24070928,1278
24070929,1368
24070930,3175
24070931,1603
24070932,1999
24070933,122
24070934,2794
24070935,2058
24070936,2718
24070937,2662
24070938,992
24070939,2896
24070940,1337
24070941,1667
24070942,1612
24070943,2333
24070944,2134
24070945,2368
24070946,2017
24070947,1468
24070948,2755
24070949,1937
24070950,1196
24070951,2073
24070952,1963
24070953,1722
24070954,2330
24070955,1395
24070956,2483
24070957,2881
24070958,1341
24070959,1888
24070960,2452
24070961,1761
24070962,2145
24070963,1756
24070964,1839
24070965,1289
24070966,2585
24070967,1486
24070968,1559
24070969,1296
24070970,3247
24070971,1881
24070972,281
24070973,2939
24070974,1439
24070975,1777
24070976,2819
24070977,1835
24070978,1726
24070979,2606
24070980,1777
24070981,2141
24070982,3071
24070983,1489
24070984,1031
24070985,2897
24070986,1057
24070987,2704
24070988,881
24070989,3123
24070990,1635
24070991,1606
24070992,1733
24070993,2664
24070994,2090
24070995,339
24070996,656
24070997,3602
24070998,876
24070999,3401
24071000,1215
24071001,1300
24071002,332
24071003,2703
24071004,2856
24071005,3161
24071006,1373
24071007,791
24071008,2692
24071009,1629
24071010,1130
24071011,1951
24071012,1853
24071013,4263
24071014,1423
24071015,1551
24071016,1622
24071017,517
24071018,3687
24071019,45
24071020,2749
24071021,4430
24071022,1501
24071023,756
24071024,1513
24071025,1592
24071026,1775
24071027,2191
24071028,1937
24071029,557
24071030,2897
24071031,2278
24071032,1776
24071033,2309
24071034,2070
24071035,1578
24071036,2908
24071037,1240
24071038,1832
24071039,2178
24071040,2557
24071041,2564
24071042,1501
24071043,2457
24071044,1005
24071045,3484
24071046,1319
24071047,1283
24071048,3654
24071049,1298
24071050,3521
24071051,1092
24071052,1277
24071053,1678
24071054,2726
24071055,477
24071056,3054
24071057,957
24071058,3647
24071059,1380
24071060,1065
24071061,1867
24071062,2349
24071063,1806
24071064,2046
24071065,1455
24071066,2482
24071067,271
24071068,2936
24071069,2264
24071070,1615
24071071,1402
24071072,1789
24071073,2474
24071074,897
24071075,1289
24071076,1719
24071077,2740
24071078,2265
24071079,1703
24071080,3027
24071081,1478
24071082,2398
24071083,1761
24071084,1307
24071085,1581
24071086,1648
24071087,2186
24071088,2613
24071089,1166
24071090,1935
24071091,356
24071092,3211
24071093,2679
24071094,1398
24071095,3682
24071096,1777
24071097,1265
24071098,1455
24071099,186
24071100,773
24071101,3259
24071102,3250
24071103,182
24071104,4066
24071105,2031
24071106,1440
24071107,2237
24071108,1912
24071109,1067
24071110,1619
24071111,3869
24071112,2216
24071113,2152
24071114,1164
24071115,1660
24071116,2157
24071117,1064
24071118,1293
24071119,873
24071120,3868
24071121,232
24071122,2933
24071123,1961
24071124,835
24071125,2149
24071126,2042
24071127,1309
24071128,1615
24071129,3109
24071130,1312
24071131,1540
24071132,1715
24071133,1253
24071134,3126
24071135,1895
24071136,1488
24071137,1188
24071138,2071
24071139,2469
24071140,1485
24071141,1443
24071142,229
24071143,3806
24071144,2645
24071145,2076
24071146,416
24071147,2797
24071148,1961
24071149,1657
24071150,1838
24071151,1598
24071152,1758
24071153,1638
24071154,2547
24071155,418
24071156,2891
24071157,1770
24071158,3004
24071159,874
24071160,3944
24071161,462
24071162,2155
24071163,2714
24071164,2873
24071165,2054
24071166,123
24071167,3090
24071168,1794
24071169,1629
24071170,2089
24071171,1225
24071172,924
24071173,4412
24071174,1046
24071175,1744
24071176,2101
24071177,1501
24071178,1262
24071179,2212
24071180,2412
24071181,2158
24071182,2196
24071183,1493
24071184,1620
24071185,2426
24071186,913
24071187,2782
24071188,1494
24071189,2748
24071190,1006
24071191,1132
24071192,2805
24071193,1287
24071194,3352
24071195,1525
24071196,2208
24071197,249
24071198,3595
24071199,2001
24071200,909
24071201,2289
24071202,1622
24071203,1740
24071204,3401
24071205,979
24071206,2540
24071207,938
24071208,1084
24071209,2592
24071210,1347
24071211,1862
24071212,2718
24071213,1321
24071214,1123
24071215,1846
24071216,2493
24071217,1022
24071218,1775
24071219,1449
24071220,2522
24071221,2453
24071222,1476
24071223,1778
24071224,3262
24071225,1711
24071226,1517
24071227,1653
24071228,2496
24071229,1602
24071230,2755
24071231,838
24071232,1053
24071233,859
24071234,3131
24071235,3109
24071236,1576
24071237,3209
24071238,1378
24071239,287
24071240,2193
24071241,2250
24071242,1762
24071243,2779
24071244,870
24071245,3318
24071246,1973
24071247,1048
24071248,1832
24071249,1019
24071250,3971
24071251,3685
24071252,3482
24071253,468
24071254,3295
24071255,1808
24071256,542
24071257,1291
24071258,4903
24071259,1558
24071260,1220
24071261,4007
24071262,2228
24071263,2372
24071264,3640
24071265,1936
24071266,347
24071267,363
24071268,4060
24071269,1349
24071270,2503
24071271,1562
24071272,1407
24071273,1113
24071274,2211
24071275,3606
24071276,1016
24071277,1609
24071278,257
24071279,2651
24071280,2846
24071281,2084
24071282,256
24071283,3197
24071284,1402
24071285,2465
24071286,310
24071287,2897
24071288,1065
24071289,2361
24071290,1613
24071291,939
24071292,2401
24071293,1352
24071294,1292
24071295,1667
24071296,2133
24071297,2817
24071298,1221
24071299,3027
24071300,2647
24071301,1393
24071302,1421
24071303,1597
24071304,3101
24071305,1323
24071306,1767
24071307,363
24071308,3137
24071309,1827
24071310,1990
24071311,1779
24071312,2222
24071313,1189
24071314,2029
24071315,2655
24071316,1722
24071317,2083
24071318,1049
24071319,2558
24071320,1340
24071321,257
24071322,2173
24071323,3317
24071324,2486
24071325,1192
24071326,1318
24071327,2358
24071328,971
24071329,1878
24071330,1196
24071331,1325
24071332,1323
24071333,2401
24071334,1916
24071335,373
24071336,3116
24071337,1745
24071338,1107
24071339,3191
24071340,2057
24071341,1989
24071342,1456
24071343,450
24071344,3070
24071345,2239
24071346,1406
24071347,944
24071348,1991
24071349,2326
24071350,2039
24071351,1703
24071352,1759
24071353,2134
24071354,1357
24071355,1046
24071356,2966
24071357,2135
24071358,1124
24071359,242
24071360,2001
24071361,3077
24071362,2011
24071363,2545
24071364,2316
24071365,2273
24071366,2077
24071367,1168
24071368,1292
24071369,1591
24071370,440
24071371,2734
24071372,1545
24071373,2376
24071374,106
24071375,3514
24071376,2176
24071377,2436
24071378,1976
24071379,982
24071380,1851
24071381,1602
24071382,942
24071383,3159
24071384,1406
24071385,2671
24071386,1084
24071387,2921
24071388,1439
24071389,2201
24071390,1214
24071391,1758
24071392,659
24071393,1575
24071394,1705
24071395,1823
24071396,1011
24071397,1926
24071398,389
24071399,428
24071400,3386
24071401,3073
24071402,1505
24071403,2776
24071404,1318
24071405,1513
24071406,1197
24071407,885
24071408,1143
24071409,2470
24071410,2483
24071411,980
24071412,1586
24071413,859
24071414,2326
24071415,1481
24071416,1261
24071417,917
24071418,2373
24071419,2232
24071420,1397
24071421,670
24071422,2871
24071423,1443
24071424,2988
24071425,1511
24071426,1734
24071427,1975
24071428,1720
24071429,1574
24071430,3217
24071431,1287
24071432,1597
24071433,1487
24071434,2047
24071435,882
24071436,2994
24071437,1263
24071438,991
24071439,1359
24071440,3170
24071441,1265
24071442,1154
24071443,3133
24071444,851
24071445,1730
24071446,1132
24071447,2680
24071448,2666
24071449,1138
24071450,261
24071451,2815
24071452,836
24071453,3533
24071454,2290
24071455,1734
24071456,1103
24071457,2174
24071458,1662
24071459,1060
24071460,2813
24071461,1233
24071462,3211
24071463,647
24071464,1884
24071465,2767
24071466,1211
24071467,859
24071468,2546
24071469,1370
24071470,1529
24071471,2831
24071472,1198
24071473,2917
24071474,1637
24071475,1280
24071476,1334
24071477,2501
24071478,187
24071479,3987
24071480,2632
24071481,926
24071482,4862
24071483,1191
24071484,1711
24071485,3292
24071486,1446
24071487,1264
24071488,3512
24071489,1508
24071490,1728
24071491,1571
24071492,1042
24071493,2023
24071494,1827
24071495,126
24071496,4453
24071497,1982
24071498,844
24071499,3353
24071500,2523
24071501,943
24071502,1176
24071503,1447
24071504,1468
24071505,2326
24071506,1768
24071507,1762
24071508,1008
24071509,1480
24071510,3050
24071511,1214
24071512,1041
24071513,2537
24071514,1491
24071515,651
24071516,646
24071517,4354
24071518,1148
24071519,2551
24071520,384
24071521,1456
24071522,1343
24071523,1460
24071524,2795
24071525,684
24071526,1806
24071527,1020
24071528,2351
24071529,1762
24071530,1317
24071531,1565
24071532,1129
24071533,2557
24071534,2218
24071535,1607
24071536,808
24071537,2393
24071538,480
24071539,3000
24071540,2050
24071541,2585
24071542,1055
24071543,1364
24071544,2942
24071545,1757
24071546,1602
24071547,1186
24071548,2989
24071549,987
24071550,1267
24071551,2269
24071552,995
24071553,2029
24071554,2794
24071555,377
24071556,2729
24071557,2135
24071558,1581
24071559,1232
24071560,3024
24071561,1404
24071562,869
24071563,3012
24071564,1149
24071565,2573
24071566,2945
24071567,991
24071568,2154
24071569,790
24071570,2050
24071571,2553
24071572,2104
24071573,2132
24071574,886
24071575,1233
24071576,2767
24071577,2019
24071578,1868
24071579,814
24071580,2720
24071581,1069
24071582,1453
24071583,3013
24071584,666
24071585,2845
24071586,656
24071587,1474
24071588,1332
24071589,2392
24071590,134
24071591,2583
24071592,2336
24071593,1525
24071594,2195
24071595,2377
24071596,957
24071597,849
24071598,2245
24071599,2605
24071600,1460
24071601,943
24071602,2358
24071603,2871
24071604,1653
24071605,1205
24071606,2588
24071607,1281
24071608,2432
24071609,674
24071610,2998
24071611,1698
24071612,1490
24071613,1501
24071614,1168
24071615,933
24071616,3434
24071617,2005
24071618,1721
24071619,2824
24071620,1913
24071621,741
24071622,1280
24071623,1173
24071624,1293
24071625,2875
24071626,2812
24071627,1177
24071628,1578
24071629,823
24071630,1691
24071631,2829
24071632,1818
24071633,1080
24071634,1029
24071635,1934
24071636,2859
24071637,1487
24071638,1321
24071639,915
24071640,2201
24071641,2317
24071642,1134
24071643,3007
24071644,777
24071645,669
24071646,2470
24071647,2689
24071648,2161
24071649,1796
24071650,913
24071651,1218
24071652,1310
24071653,766
24071654,2827
24071655,1090
24071656,2970
24071657,1734
24071658,1979
24071659,2031
24071660,1078
24071661,297
24071662,1634
24071663,2996
24071664,2936
24071665,1368
24071666,2614
24071667,493
24071668,324
24071669,3398
24071670,305
24071671,3548
24071672,1345
24071673,2558
24071674,1717
24071675,3224
24071676,1245
24071677,3502
24071678,3388
24071679,3305
24071680,1512
24071681,1802
24071682,1902
24071683,1696
24071684,1977
24071685,1912
24071686,1426
24071687,1671
24071688,1820
24071689,1165
24071690,3020
24071691,1039
24071692,1510
24071693,1436
24071694,1252
24071695,1043
24071696,1990
24071697,3091
24071698,1075
24071699,1707
24071700,398
24071701,3277
24071702,2967
24071703,1105
24071704,1922
24071705,446
24071706,1668
24071707,1572
24071708,1113
24071709,1055
24071710,3036
24071711,457
24071712,3085
24071713,1986
24071714,1185
24071715,1768
24071716,803
24071717,559
24071718,3202
24071719,2182
24071720,1374
24071721,1806
24071722,141
24071723,840
24071724,3103
24071725,2832
24071726,2269
24071727,1248
24071728,1346
24071729,2851
24071730,1972
24071731,1502
24071732,846
24071733,4863
24071734,2191
24071735,2186
24071736,1669
24071737,1305
24071738,2681
24071739,1396
24071740,3068
24071741,1669
24071742,556
24071743,2210
24071744,1892
24071745,1943
24071746,2414
24071747,1959
24071748,1562
24071749,1703
24071750,2562
24071751,1439
24071752,545
24071753,2622
24071754,1503
24071755,2063
24071756,1026
24071757,212
24071758,2758
24071759,1825
24071760,3148
24071761,2175
24071762,1393
24071763,2439
24071764,1516
24071765,2285
24071766,243
24071767,5073
24071768,2655
24071769,1312
24071770,2517
24071771,1966
24071772,2946
24071773,2093
24071774,1223
24071775,3176
24071776,1256
24071777,1701
24071778,2875
24071779,2038
24071780,364
24071781,2273
24071782,3423
24071783,3451
24071784,2105
24071785,4105
24071786,2200
24071787,1933
24071788,1538
24071789,1353
24071790,1756
24071791,2035
24071792,2245
24071793,1972
24071794,940
24071795,1640
24071796,662
24071797,3366
24071798,2542
24071799,3113
24071800,1798
24071801,2238
24071802,6567
24071803,1029
24071804,1666
24071805,1417
24071806,233
24071807,2669
24071808,3236
24071809,2804
24071810,1491
24071811,1136
24071812,1310
24071813,2008
24071814,2909
24071815,1395
24071816,2309
24071817,2062
24071818,897
24071819,1418
24071820,3341
24071821,1242
24071822,378
24071823,2859
24071824,335
24071825,3133
24071826,1937
24071827,2484
24071828,210
24071829,2017
24071830,2788
24071831,1452
24071832,1741
24071833,1556
24071834,2747
24071835,814
24071836,2257
24071837,1474
24071838,1437
24071839,1570
24071840,2738
24071841,1800
24071842,2686
24071843,1297
24071844,483
24071845,2828
24071846,1772
24071847,1442
24071848,1731
24071849,1161
24071850,3373
24071851,713
24071852,1845
24071853,2906
24071854,2023
24071855,1434
24071856,4677
24071857,1048
24071858,1022
24071859,3221
24071860,1822
24071861,2051
24071862,685
24071863,1895
24071864,3136
24071865,1405
24071866,1164
24071867,2529
24071868,1116
24071869,1913
24071870,1444
24071871,2479
24071872,1883
24071873,1030
24071874,2167
24071875,654
24071876,2628
24071877,2071
24071878,993
24071879,1719
24071880,1803
24071881,1556
24071882,1692
24071883,2514
24071884,1436
24071885,1973
24071886,1831
24071887,740
24071888,1419
24071889,535
24071890,1391
24071891,2153
24071892,1658
24071893,3598
24071894,2573
24071895,2136
24071896,956
24071897,2006
24071898,2026
24071899,2959
24071900,1697
24071901,1070
24071902,1137
24071903,4131
24071904,1544
24071905,1540
24071906,1135
24071907,2549
24071908,1538
24071909,1305
24071910,3140
24071911,2188
24071912,2447
24071913,921
24071914,1470
24071915,1632
24071916,2924
24071917,1292
24071918,1600
24071919,1641
24071920,1919
24071921,304
24071922,2792
24071923,1475
24071924,1089
24071925,794
24071926,2591
24071927,4895
24071928,1611
24071929,2867
24071930,2252
24071931,521
24071932,2960
24071933,2454
24071934,2507
24071935,1949
24071936,1913
24071937,1422
24071938,110
24071939,2730
24071940,2358
24071941,838
24071942,3467
24071943,2061
24071944,1110
24071945,1862
24071946,941
24071947,2846
24071948,1158
24071949,3441
24071950,1131
24071951,1698
24071952,1570
24071953,325
24071954,1890
24071955,3825
24071956,4414
24071957,243
24071958,1580
24071959,1380
24071960,1499
24071961,2878
24071962,656
24071963,285
24071964,3475
24071965,3109
24071966,1203
24071967,2683
24071968,635
24071969,1849
24071970,1915
24071971,2026
24071972,234
24071973,2694
24071974,329
24071975,2765
24071976,2311
24071977,417
24071978,3464
24071979,1799
24071980,1219
24071981,1114
24071982,2282
24071983,4036
24071984,1348
24071985,1750
24071986,1219
24071987,2610
24071988,978
24071989,3072
24071990,889
24071991,1761
24071992,1159
24071993,2739
24071994,2395
24071995,824
24071996,161
24071997,492
24071998,2875
24071999,2448
24072000,1472
24072001,1977
24072002,295
24072003,2263
24072004,1992
24072005,2772
24072006,939
24072007,1237
24072008,168
24072009,3882
24072010,3059
24072011,811
24072012,995
24072013,2501
24072014,1338
24072015,2012
24072016,1218
24072017,2764
24072018,915
24072019,1174
24072020,2951
24072021,195
24072022,2753
24072023,1065
24072024,2113
24072025,302
24072026,2300
24072027,194
24072028,2452
24072029,1056
24072030,1963
24072031,2011
24072032,2003
24072033,3380
24072034,1575
24072035,1429
24072036,2992
24072037,1481
24072038,1519
24072039,2609
24072040,1980
24072041,1119
24072042,2138
24072043,966
24072044,2567
24072045,1643
24072046,2683
24072047,1360
24072048,2665
24072049,2648
24072050,1190
24072051,1319
24072052,2041
24072053,1371
24072054,1335
24072055,2565
24072056,935
24072057,2669
24072058,1776
24072059,2204
24072060,992
24072061,5034
24072062,1382
24072063,2378
24072064,2823
24072065,1577
24072066,1674
24072067,2511
24072068,1167
24072069,205
24072070,3854
24072071,1226
24072072,3704
24072073,1875
24072074,2070
24072075,1023
24072076,1489
24072077,1337
24072078,3794
24072079,1033
24072080,1581
24072081,3597
24072082,1036
24072083,1401
24072084,4911
24072085,1479
24072086,1145
24072087,3158
24072088,3952
24072089,850
24072090,2417
24072091,1324
24072092,624
24072093,2378
24072094,1015
24072095,3844
24072096,1001
24072097,2713
24072098,1171
24072099,1302
24072100,3186
24072101,3947
24072102,1769
24072103,1119
24072104,267
24072105,2306
24072106,2660
24072107,1155
24072108,1262
24072109,155
24072110,5437
24072111,2636
24072112,1839
24072113,1345
24072114,1028
24072115,4774
24072116,947
24072117,1742
24072118,2977
24072119,893
24072120,3118
24072121,1834
24072122,2420
24072123,989
24072124,2614
24072125,240
24072126,2838
24072127,3372
24072128,1954
24072129,724
24072130,1771
24072131,2768
24072132,2965
24072133,1102
24072134,1214
24072135,1252
24072136,2581
24072137,1944
24072138,2122
24072139,2326
24072140,2030
24072141,1000
24072142,3869
24072143,1830
24072144,1613
24072145,1634
24072146,1460
24072147,2921
24072148,1490
24072149,2340
24072150,1739
24072151,2236
24072152,2986
24072153,1464
24072154,3430
24072155,1158
24072156,3613
24072157,2763
24072158,197
24072159,1918
24072160,1304
24072161,2928
24072162,3645
24072163,1394
24072164,1326
24072165,1263
24072166,1408
24072167,4163
24072168,2944
24072169,730
24072170,2130
24072171,965
24072172,3203
24072173,288
24072174,3800
24072175,2486
24072176,2445
24072177,918
24072178,1826
24072179,3788
24072180,2214
24072181,1020
24072182,1628
24072183,1136
24072184,3834
24072185,2874
24072186,1031
24072187,1512
24072188,1334
24072189,3003
24072190,1884
24072191,1395
24072192,2972
24072193,1712
24072194,712
24072195,2834
24072196,2231
24072197,2855
24072198,3500
24072199,3441
24072200,1530
24072201,1801
24072202,1879
24072203,1533
24072204,1117
24072205,1337
24072206,4576
24072207,2145
24072208,1594
24072209,1160
24072210,3186
24072211,3003
24072212,1769
24072213,1904
24072214,1480
24072215,2144
24072216,2985
24072217,1934
24072218,1536
24072219,1140
24072220,2919
24072221,3485
24072222,1022
24072223,2352
24072224,2675
24072225,1408
24072226,1268
24072227,2329
24072228,2036
24072229,2539
24072230,1567
24072231,1721
